query_id,chunk_id,position,score,Context,Question
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,6393fb0c1ac09762,21,3.0,"Translating Climate Risk Drivers into Potential Risks to the Firm
IMPACT TRANSMISSION CHANNELS*
Avenues of potential impacts through which climate risk drivers manifest into risk types
Supply/Demand/Price
Financial Costs
Macroeconomic
Country and/or Business Competitiveness
Reputational Damage and/or Litigation
Socioeconomic Physical Damages Business Disruption",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,7fec3ee9e6ad25de,22,3.0,"Translating Climate Risk Drivers into Potential Risks to the Firm
JPMORGAN CHASE RISK TYPES
Categories of risks as outlined in JPMorgan Chase’s Annual Report on Form 10-K
Strategic Risk
Credit & Investment Risk 
Market Risk
Operational Risk",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company have a specific process in place to identify risks arising from climate change?,612947313fc45170,41,3.0,"Credit & Investment Risk
Credit & investment risk is the risk associated with the default or change in the credit profile of a client, counterparty or customer, or loss of principal or a reduction in expected returns on investments. We leverage our risk identification and scenario analysis to measure the potential adverse impacts the baseline and severe climate risk scenarios may have on our credit portfolios, both today and into the future. We are analyzing the direct impacts of transition and physical risk — considering property damage and financial loss due to extreme weather events or the potential reduction in profitability of a client, counterparty or customer as a result of transitioning from a high-carbon to a lower carbon-intensive footprint. We are also considering indirect and longer-term risk drivers, including the potential for change in cost or availability of insurance for physical risks in a given geography, permanent loss or structural changes to consumer preferences.",Does the company have a specific process in place to identify risks arising from climate change?
"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?",13659e05f0fa11ab,5,3.0,"NGFS and IPCC Scenarios Provide an Array of Potential Climate Outcomes
- RCP 1.9 IPCC <1.5 ̊C
- DIVERGENT NET ZERO (“DNZE”) NGFS 1.5 ̊C
- NET ZERO 2050 NGFS 1.5 ̊C
- DELAYED TRANSITION NGFS 1.8 ̊C
- RCP 2.6 IPCC <2.0 ̊C
- NATIONALLY DETERMINED CONTRIBUTIONS NGFS ~2.5 ̊C
- RCP 4.5 IPCC 2.7 ̊C
- CURRENT POLICIES NGFS 3.0 ̊C+
- RCP 7.0 IPCC 3.6 ̊C
- RCP 8.5 IPCC 4.4 ̊C
","Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?"
"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?",a0574130754acd42,6,3.0,"Transition Risk Scenario Analysis
The Firm applies NGFS-derived macroeconomic variables and sector-level outcomes to individual clients to help assess potential transition risk impacts to the Firm. In order to quantify and understand the range of these impacts, we are using a ‘baseline’ transition risk scenario and a severe transition risk scenario from the NGFS.","Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?"
Does the company encourage downstream partners to carry out climate-related risk assessments?,1183701847082d82,29,3.0,"Physical Risk Scenario Analysis
The Firm applies IPCC-derived physical risk parameters to assess the potential impacts of the increasing frequency and severity of extreme weather events on our business operations, credit exposures, and collateral locations. Consistent with the transition risk approach, we utilize both a ‘baseline’ physical risk scenario and a severe physical risk scenario to inform the range of outcomes.",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company encourage downstream partners to carry out climate-related risk assessments?,9b8afa03bbbee893,30,1.0," For example, in the Oil & Gas sector, there are inconsistencies in the measurement, management and reporting of data across organizations, as well as the lack of reliable and standardized techniques for measurement in certain areas, such as methane emissions. As a result, reported methane emissions rely on estimation methods that are less accurate. We are working with industry partners and NGOs to help make direct measurement technologies the preferred method of tracking and reporting methane emissions. More generally, emerging best practices, including reporting to organizations which provide data aggregation services and soliciting assurance for reported GHG emissions data, are steps in the right direction.",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company encourage downstream partners to carry out climate-related risk assessments?,41f5928d43258a1e,31,2.0,"SUPPLIER SUSTAINABILITY
The Supplier Sustainability team is responsible for providing oversight of the Firm’s supply chain with respect to ESG matters, including on environmental sustainability matters. The team works to identify sustainable solutions to meet the Firm’s needs by setting procurement guidelines and engaging with suppliers to understand the environmental impact of their operations and products. The team is led by the Global Head of Supplier Sustainability, who reports to the Head of Sourcing & Procurement.",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,0b6ac127e9dab2e2,23,3.0,"Operational Risk
Operational risk is the risk of an adverse outcome resulting from inadequate or failed internal processes or systems, human factors, or external events impacting the Firm’s processes or systems. We have integrated climate risk drivers into our operational risk framework and associated resiliency processes. Increasingly volatile and severe climate- related events, including more severe storms, flooding, heat and related impacts such as drought and wildfires, have the potential to impact the likelihood and severity of a variety of existing operational risks. The Firm’s GRE and Global Security functions review and manage how physical hazards of any form can adversely impact our personnel, facilities, and surrounding infrastructure. Business Resiliency recovery strategies are designed to act as a mitigant to physical risk consequences such as asset disruption. ",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,9e03c92166bc26b1,24,0.0,"To help our suppliers set and reach their own net zero goals, in 2022 we increased our dedicated staff who collaborate with suppliers and participated in several new initiatives across our supply chain sectors. For example, because sponsorships represent a significant part of our purchased goods and services, we launched a pilot program with several of our sponsorship suppliers to help them gain a deeper understanding of their event-related emissions and identify opportunities to reduce emissions. This initiative lays the groundwork for engaging sponsorships in emission reductions as we work to substantially decarbonize our supply chain.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,97e3f8f9d8e84892,25,2.0,"The science is clear: The climate is changing and society is facing significant impacts, including more frequent and severe weather, extreme temperatures, and other effects of climate change. Making progress to reduce climate change this decade is critical, as is the ability to prepare for, and adapt to, these impacts. Mastercard is doing this by focusing on strong governance, aggressive emissions-reduction goals and comprehensive risk management of our own operations [...] Mastercard’s Board of Directors is responsible for overseeing the company’s ESG strategy, which includes climate, as well as ensuring that the financial and operational risks and opportunities associated with the strategy are adequately managed [...] Mastercard’s approach to climate resilience centers around achieving our climate goals and assessing and responding to climate-related risk and opportunities in our own operations and beyond [...] Mastercard’s Enterprise Risk Management (ERM) program is designed to provide comprehensive, integrated and balanced management of risk, while facilitating transparent identification and reporting of key business issues and risks. Mastercard has incorporated and considered ESG and climate- related risks (i.e., physical and transition risks) into the broader framework (i.e., ERM Framework) for managing risks presented to Mastercard through normal business operations. ",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,91fe62a2a13e8712,26,0.0,"Mastercard’s Sustainable Card Badge and Certification Program empowers our partners to reduce first-use polyvinyl chloride (PVC) plastic in payment card production by issuing cards made from 23 approved products constructed from recycled or biosourced materials such as recycled ocean plastic and bioplastics made from Thai sugar or Nebraska corn. The environmental claims of these materials are verified via the Card Eco-Certification scheme (CEC), and their use is confirmed by an independent auditor who assesses vendor sustainability claims. An optional badge can be featured on the cards to help consumers identify those that are made with these more sustainable materials. [...] Mastercard’s Wildlife Impact Card program offers people with a passion for nature and the environment a way to help protect critically endangered species and planet biodiversity. In partnership with the global environmental organization Conservation International, the program helps protect and restore wildlife habitats around the world. Mastercard customers have committed to the program’s cause through donations and marketing activities that raise cause awareness.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,d47ae10e57d2a20a,27,0.0,"Integrating environmental sustainability into inclusive economic growth and welfare is a significant global challenge. To help accelerate the transformation to low-carbon, regenerative systems and practices, Mastercard is designing and developing differentiated products and solutions that help our customers, partners and consumers make environmentally conscious choices and achieve their environmental sustainability goals [...] Through Mastercard’s Sustainability Innovation Lab — our global research and development center for climate-conscious digital products and solutions — as well as our Data & Services advisory, we focus on ways to empower our customers, partners and consumers to transform how they produce, distribute and purchase products and services and help move toward a circular, more sustainable economy [...] Through Mastercard’s Sustainability Innovation Lab — our global research and development center for climate-conscious digital products and solutions — as well as our Data & Services advisory, we focus on ways to empower our customers, partners and consumers to transform how they produce, distribute and purchase products and services and help move toward a circular, more sustainable economy.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,e1ada2ec04641dc6,28,2.0,"Because water availability, quality and consumption are increasing areas of global concern, Mastercard internally tracks water use at primary sites for chilling, bathrooms/ kitchens and irrigation. Water use remains non-material to Mastercard as we do not create products that require the use of large quantities of water. We require the use of water-efficient EPA WaterSense-labeled restroom fixtures to reduce overall water use and have designed our owned facilities to use non-potable water for functions that allow its use. For example, our ongoing xeriscaping project to reduce water consumption at our O'Fallon data center site uses rainwater capture for irrigation.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,0d65a468ace4d179,29,2.0,"Since 2020, Mastercard’s global operations (Scope 1 and 2) have been carbon neutral, achieved through ongoing decarbonization efforts, energy efficiency, usage of 100% renewable electricity, and purchase of carbon credits to address residual emissions. We employ high-integrity carbon credits verified to recognized standards and only in conjunction with real reductions in carbon emissions. We strive to select credits that have characteristics of permanence and source them from a range of geographic regions. Project types include forestry, clean cookstoves, renewable energy and destruction of refrigerants.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company report the climate change scenarios used to test the resilience of its business strategy?,dab43ff90ed25ad6,9,3.0,"Mastercard has engaged external consultants to support us in the identification and analysis of climate-related physical and transition risks. This analysis includes different climate scenarios over medium- and long-term horizons. We have started to utilize and incorporate results from our analysis of climate-related risks into our business practices. For example, we leverage the results from our climate scenario analysis to inform our real estate competencies, such as transaction management, project management and workplace safety audit integration. In addition, we understand that climate-related physical vulnerabilities have the potential to disrupt technical capabilities, service delivery, customer service, and employee safety and well-being. For example, extreme temperatures or drought may affect the delivery of energy and water required by information technology (IT) and cooling systems. These results have informed our design of our facility risk evaluations and business continuity planning (BCP) exercises, performed multiple times per year, and we have implemented activities and responses to mitigate potential climate-related disruptions.",Does the company report the climate change scenarios used to test the resilience of its business strategy?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,5d5ccf6d49d62b9d,30,3.0,"As part of our approach to climate resilience, Mastercard also looks for opportunities to support and affect change with our customers and communities, including preparation for, and responding to, climate-related risks and opportunities. As an example, extreme weather events such as tornados, flooding and winter storms directly affect Mastercard's customers. Humanitarian agencies and international development organizations are increasingly looking to deliver aid digitally. Mastercard's suite of powerful, flexible solutions are faster, more efficient and more secure than cash and paper vouchers and can be used to support the important work aid agencies undertake during climate-related events by benefiting communities, stimulating local markets and providing beneficiaries dignity through choice.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Has the company identified any synergies between its climate change adaptation goals and other business goals?,556ceec97807ad44,20,2.0,"Mastercard’s approach to climate resilience centers around achieving our climate goals and assessing and responding to climate-related risk and opportunities in our own operations and beyond. Our climate goals include achieving […] net zero emissions by 2040, reducing Mastercard's GHG emissions by our science- based targets of 38% for Scope 1 and 2 and 20% for Scope 3 by 2025, compared to 2016 [...] Mastercard’s Enterprise Risk Management (ERM) program is designed to provide comprehensive, integrated and balanced management of risk, while facilitating transparent identification and reporting of key business issues and risks. Mastercard has incorporated and considered ESG and climate- related risks (i.e., physical and transition risks) into the broader framework (i.e., ERM Framework) for managing risks presented to Mastercard through normal business operations.",Has the company identified any synergies between its climate change adaptation goals and other business goals?
Has the company identified any synergies between its climate change adaptation goals and other business goals?,94e5ce7c3d7964b9,21,3.0,"
Doing well by doing good. We’re powering economies and empowering people, building a sustainable world where everyone prospers. Environmental, social and governance (ESG) matters are fundamental to our business strategy, and we leverage our employees, technology, resources, partnerships and expertise to drive positive, lasting impact. Our ESG strategy is expressed through three pillars — People, Prosperity, Planet — and all the work we do is grounded
in strong governance principles. Our commitment to environmental and social responsibility — and our core value of operating ethically, responsibly and with decency — is directly connected to our continuing success
as a business.",Has the company identified any synergies between its climate change adaptation goals and other business goals?
Does the company have any engagements with industry peers in relation to climate change?,59551f4ebdaadc3e,7,2.0,"Through our Priceless Planet Coalition, we have engaged more than 130 corporate partners globally to support forest restoration projects that mitigate global GHG emissions, promote planet biodiversity and benefit the communities that live in or near reforested landscapes [...] In 2022, we helped our coalition partners launch more than 150 cause-related campaigns to raise funds for restoring trees and forests. The Priceless Planet Coalition employs a forest restoration model dedicated to regrowing forests in locations that represent the greatest global need.",Does the company have any engagements with industry peers in relation to climate change?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,c1411121298b2d8e,31,3.0,"
Mastercard's Carbon Calculator, launched in 2021, allows consumers to view the estimated carbon footprint of their purchases. In 2022, we continued to expand Carbon Calculator to new markets and it went live with issuers in the UK, Hungary, Taiwan and Italy.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company provide definitions for climate change adaptation?,55d2d771d4f2be08,5,1.0,"Advancing climate adaptation and resilience through digital finance Mastercard is catalyzing an innovation ecosystem to deliver inclusive growth technology solutions for greater climate adaptation, resilience and a just transition.",Does the company provide definitions for climate change adaptation?
Has the company identified any synergies between its climate change adaptation goals and other business goals?,41bf21d206741842,22,3.0,"As a global firm, we have set 2025 validated SBTs and committed to net-zero climate impact by 2030. Each region has an SBT regional leader (senior partner level) who is accountable for achieving our 2025 near-term SBTs to ensure we meet our commitments. Financial planning Revenue Climate change is leading companies to manage risks and seize opportunities, driving increased demand for management consultancy and advisory services on sustainability. This increased demand for our expertise has a positive impact on our client service and revenue. The impact is currently moderate and is expected to increase in line with the global transition to a low-carbon economy, although it has not been deemed to have a substantive financial or strategic impact on the firm. This is evaluated in short-term financial planning. We are actively engaged with this challenge every day. In 2022, 3,500+ colleagues partnered with 600+ clients on 1,600+ sustainability-related client engagements across nearly 60 countries.",Has the company identified any synergies between its climate change adaptation goals and other business goals?
Has the company identified any synergies between its climate change adaptation goals and other business goals?,0204387ed8ed15e1,23,3.0,"In 2021, we launched our new client service platform, “McKinsey Sustainability,” with the goal of helping all industry sectors transform to reach net zero by 2050 along with other sustainability goals and tailored to regional contexts. We use our thought leadership, innovative tools and solutions, top talent, and a vibrant ecosystem of industry associations and knowledge platforms focused on innovating to net zero. Our plans focus on four key levers of decarbonization: helping clients drive a “brown to green” transition of the global economy’s installed base; building new green businesses and innovations; retiring and repurposing the highest carbon intensity assets; and scaling nature-based solutions. Supply chain and/or value chain: Climate-related risks and opportunities—including reputational (for example, expectations of colleagues and clients), regulatory (for example, carbon tax), and physical (for example, risk to our buildings due to severe weather)—have influenced our strategy. These risks and opportunities will continue to impact our supply chain strategy in the short, medium, and long term [...] We believe that the climate crisis is a defining issue of our time, so in 2021, we committed to investing $1 billion in our capabilities over the next five years to help our clients lead a wave of innovation and growth to safeguard our planet. We work with leading institutions to develop distinctive thought leadership and convene partnerships that tackle problems that institutions cannot tackle alone.",Has the company identified any synergies between its climate change adaptation goals and other business goals?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,468c8ebeef1dadbf,32,3.0," The primary drivers to meet the 1.5-degree pathway set by the Intergovernmental Panel on Climate Change are carbon emissions avoidance and emissions reductions. Increasingly, however, atmospheric carbon removals are being identified as a crucial method in limiting global warming.McKinsey Sustainability has partnered with Alphabet, Meta, Shopify, and Stripe to found Frontier , a new more than $1 billion advance market commitment to purchase permanent carbon removal before 2030. By guaranteeing future demand, Frontier seeks to a ccelerate the development of permanent carbon removal technologies and expand their global supply and accessibility. In 2021, McKinsey joined the Lowering Emissions by Accelerating Forest finance (LEAF) Coalition as an initial participant—one of the largest ever public-private efforts to protect tropical forests through an innovative approach to large-scale financing.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,e9beb939dc83081f,33,3.0,"Our sustainability agenda comprises two main priorities. We aspire to be the leading private sector catalyst for decarbonization through our work to help accelerate the transition to net-zero greenhouse gas (GHG) emissions. We are also committed as a firm to achieving net-zero climate impact by 2030, in line with validated, near-term, science- based targets as an important milestone on the pathway toward stabilizing global warming temperatures at 1.5 ̊C.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,317f1549261a6ce8,34,3.0,"This increased demand for our expertise has a positive impact on our client service and revenue. The impact is currently moderate and is expected to increase in line with the global transition to a low-carbon economy, although it has not been deemed to have a substantive financial or strategic impact on the firm. This is evaluated in short-term financial planning. We are actively engaged with this challenge every day. In 2022, 3,500+ colleagues partnered with 600+ clients on 1,600+ sustainability-related client engagements across nearly 60 countries. Assets: As an advisory firm, our “assets” are not physical locations or business units in the traditional sense, but our proprietary knowledge and our reputation. We continue to make a substantial investment in research and knowledge building. This is factored into our financial planning, in developing an understanding of a wide range of sustainability and resource productivity topics with the aim of informing and progressing the debate with an independent fact base, tools and frameworks, and analysis of risks and opportunities",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,238e75a620288f92,35,3.0,"Supply chain and/or value chain: Climate-related risks and opportunities—including reputational (for example, expectations of colleagues and clients), regulatory (for example, carbon tax), and physical (for example, risk to our buildings due to severe weather)—have influenced our strategy. These risks and opportunities will continue to impact our supply chain strategy in the short, medium, and long term. Because indirect emissions from travel typically account for more than 80% of our carbon footprint, we have made engaging with our travel-related suppliers a priority. Learn more about our supplier engagement in 2022 . Investment in research and development (R&D): We believe that the climate crisis is a defining issue of our time, so in 2021, we committed to investing $1 billion in our capabilities over the next five years to help our clients lead a wave of innovation and growth to safeguard our planet. We work with leading institutions to develop distinctive thought leadership and convene partnerships that tackle problems that institutions cannot tackle alone.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company seek to adjust its business model to better provide climate change adaptation products and services?,a337c6b33623f814,36,3.0,"As an advisory firm, our “assets” are not physical locations or business units in the traditional sense, but our proprietary knowledge and our reputation. We continue to make a substantial investment in research and knowledge building. This is factored into our financial planning, in developing an understanding of a wide range of sustainability and resource productivity topics with the aim of informing and progressing the debate with an independent fact base, tools and frameworks, and analysis of risks and opportunities. The impact of these activities is low in comparison to the company-wide financial planning process and has not been deemed to have a substantive financial or strategic impact on the firm in the short term. Capital expenditure: We have committed to 2025 SBTs and net-zero climate impact by 2030. We have also been carbon neutral since 2018. Therefore, capital expenditures and investments in energy-efficient buildings are included in the financial planning process. Acquisitions and divestments: McKinsey acquired Sweden-based Material Economics, experts in sustainability and circularity in December 2021.",Does the company seek to adjust its business model to better provide climate change adaptation products and services?
Does the company report the climate change scenarios used to test the resilience of its business strategy?,98c08950c31cbf66,10,3.0,"We consider climate-related risks and opportunities in the short (0–2 years), medium (2–5 years), and long (5+ years) term as part of our business strategy. Risks In our climate-related risk assessments, we have considered current regulation, emerging regulation, legal, market, technological, and reputational risks, as well as acute and chronic physical risks. Based on input from McKinsey’s internal functions, sustainability practice experts, and others, we have not identified inherent climate-related risks with the potential to have a substantive financial or strategic impact on the firm. Physical risks: As a global firm that operates in 65+ countries, we have offices that are likely to be exposed to both acute and chronic physical risks in the near, medium, and long term. In our analysis, we assessed the impact of physical risks, including riverine and coastal flooding, extreme heat, and hurricanes, aligned to different climate pathways (1.5 and 2 degrees Celsius). We used McKinsey Climate Resilience Analytics downscaled CMIP5 models, as well as data from the World Resources Institute (WRI) and WindRisk Tech. The forecasted future impacts do not represent a substantive safety, financial, or strategic impact above the 4% threshold on revenues. Transition risks: We have assessed current regulation, emerging regulation, legal, market, reputational, and technological risks across short, medium, and long-term horizons and different scenarios (including the UN Principles for Responsible Investment’s (UNPRI) Inevitable Policy Response’s “Required Policy Scenario”) where relevant. We do not expect the cost of the transition risks to have a substantive financial or strategic impact on our business as they do not cross the materiality threshold of 4% of overall revenues.
",Does the company report the climate change scenarios used to test the resilience of its business strategy?
Does the company report the climate change scenarios used to test the resilience of its business strategy?,1faabfc10596d4c0,11,3.0," Introduction Sustainability Inclusive growth Responsible practices Reporting approach CDP reference TCFD recommendation Disclosure Strategy C3.2, C3.2a, C3.2b c. Describe the resilience of the organization’s strategy, taking into consideration different climate-related scenarios, including a 2°C or lower scenario In 2022, a cross-functional team composed of McKinsey climate scientists, consultants, economists, leaders in the sustainability practice, and risk and finance professionals conducted climate-related scenario analysis to project the financial and strategic implications of evolving physical and transition impacts of our firm’s strategy and business model (using 2021 data). Our choice of climate scenarios weighed alignment to temperature pathways and policy actions. These scenarios were assessed across multiple timeframes to capture near-, medium-, and long-term impacts. Parameters and assumptions used in our climate-related scenario analysis depending on temperature alignment of scenario included: • The 1.5°C scenario, which uses UNPRI’s Inevitable Policy Response “Required Policy Scenario,” capping warming to 1.5 degrees Celsius over pre-industrial levels by 2100. It quantifies strong impacts from transitional risks (for example, carbon prices) and innovation, and is included to reflect the net-zero pathway many governments and companies have publicly committed to. • The 1.6°C–2°C scenario, which uses UNPRI’s “Forecast Policy Scenario,” capping warming to 1.8 degrees Celsius over pre-industrial levels by 2100. This is based on a high-conviction forecast of forceful policy in response to climate change and related implications for energy, vehicles, and carbon prices. Results of the climate-related scenario analysis Cost of emissions change: Based on evolving carbon prices globally, carbon emissions are likely to become increasingly expensive over time. Our scenario analysis included three point-in-time calculations in 2025, 2030, and 2050. The main source of these emissions is business travel (approximately 80% of firm emissions in 2019). As part of our analysis, forecasted carbon prices from UNPRI’s “Required Policy Scenario” were weighted across geographies based on our emissions.",Does the company report the climate change scenarios used to test the resilience of its business strategy?
Does the company provide definitions for climate change adaptation?,context_6009,6,1.0,,Does the company provide definitions for climate change adaptation?
Has the company identified any synergies between its climate change adaptation goals and other business goals?,58fbdbd0c0533de8,24,3.0,"For many organizations, the simultaneous pursuit of growth and sustainability and inclusion presents trade-offs. We believe leaders today can and must pursue all three in concert. So, every day, around the world, we partner with our clients to embrace the “and” for the benefit of people, planet, and organizational health [...] We always begin with growth. Growing companies and economies are resilient. They spur prosperity, which provides the resources necessary to address climate change and lift up communities through economic opportunity.",Has the company identified any synergies between its climate change adaptation goals and other business goals?
Does the company have any engagements with industry peers in relation to climate change?,1ed1d64786f6d0e7,8,0.0,"McKinsey works side by side with leading institutions to convene global partnerships that tackle problems that any one institution alone could not. In 2022, McKinsey launched a new series of global Green Business Building summits with a flagship convening in Stockholm that brought together more than 300 C-suite executives from green tech disruptors, incumbents with ambitious green growth agenda, and sustainability investors.
As the Opening Ceremony Partner for Climate Week NYC, McKinsey led conversations on progress toward net-zero goals amid economic uncertainty. At COP27 in Egypt, McKinsey Sustainability hosted a series of in-person and live-streamed events that reached more than 100,000 people. These events focused on the practical steps leaders can take to achieve sustainability and growth across key areas such as energy, nature, materials, adaptation, and finance.",Does the company have any engagements with industry peers in relation to climate change?
Has the company identified any synergies between its climate change adaptation goals and other business goals?,ae2c26bd69dc68a9,25,3.0,"
The events of 2022—the start of a tragic war, food and energy crises, severe climate events, global supply chain issues, and continuing market volatility—challenged governments, businesses, and citizens alike, requiring the world’s immediate and focused attention. As always, we partnered with our clients and our communities to respond—remaining ever committed to our firm’s long-term aspiration: accelerating sustainable and inclusive growth for the world [...] In 2022, 3,500 of our colleagues worked on more than 1,600 sustainability engagements with 600 clients across nearly 60 countries and in every industry. We are unashamed to say that this includes working with heavy emitters—because that’s where the emissions are. We also continue to make progress against our own net-zero goals (including the introduction of a carbon fee on all air travel) while convening leaders and other organizations to embark on fresh solutions like Frontier, an advance market commitment for carbon removal, and Catalyst Zero, for calculating carbon footprints.",Has the company identified any synergies between its climate change adaptation goals and other business goals?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,4f19549ccfc67b42,32,1.0,"Building climate resilience 
We conduct ongoing climate related risk and opportunity assessments to help us take the right measures to build our company’s and our world’s resilience to changes that are already happening. Many of our emissions, building climate resilience. energy, water and biodiversity initiatives promote community climate resilience. And by sharing the insights we gain with our local partners — and vice versa — we can further increase opportunities for communities to build resilience for themselves. Building community is at the heart of accelerating resilience and adapting to climate change. Meta technologies reach 3 billion people globally, including some of the communities most on the frontlines of climate change.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,f28b79f70e6a7487,33,1.0,"Meta’s commitment to action on climate adaptation and resilience includes: 
• Operations. We integrate climate risk and resilience assessment findings into key business decisions such as site selection and infrastructure development and partner with local communities to enhance climate resilience. • People. We also integrate climate risk and resilience into our employee preparedness programs to provide proactive actions employees and their households can take to be more prepared for climaterelated, natural and other hazards we may face. • Supply chain. We work with our supply chain partners to ensure they have the tools to identify and manage the climate risks they may face. Assessing resilience to climate change is crucial to guiding our efforts to ensure the people and communities within our supply chain are prepared for climate risks. • Apps and services. We worked with partners to help launch our first Climate Science Literacy Initiative. Its goal is to pre-bunk climate misinformation by running ads across our apps and services that feature five of the most common techniques used to misrepresent climate change. • Partnerships. Meta amplified its climate resilience initiatives at COP27 by launching the PREPARE Call to Action on Adaptation in partnership with the U.S. State Department and U.S. Agency for International Development alongside Microsoft, Google, Mastercard and others.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,f28b79f70e6a7487,34,1.0,"Meta’s commitment to action on climate adaptation and resilience includes: 
• Operations. We integrate climate risk and resilience assessment findings into key business decisions such as site selection and infrastructure development and partner with local communities to enhance climate resilience. • People. We also integrate climate risk and resilience into our employee preparedness programs to provide proactive actions employees and their households can take to be more prepared for climaterelated, natural and other hazards we may face. • Supply chain. We work with our supply chain partners to ensure they have the tools to identify and manage the climate risks they may face. Assessing resilience to climate change is crucial to guiding our efforts to ensure the people and communities within our supply chain are prepared for climate risks. • Apps and services. We worked with partners to help launch our first Climate Science Literacy Initiative. Its goal is to pre-bunk climate misinformation by running ads across our apps and services that feature five of the most common techniques used to misrepresent climate change. • Partnerships. Meta amplified its climate resilience initiatives at COP27 by launching the PREPARE Call to Action on Adaptation in partnership with the U.S. State Department and U.S. Agency for International Development alongside Microsoft, Google, Mastercard and others.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,f28b79f70e6a7487,35,1.0,"Meta’s commitment to action on climate adaptation and resilience includes: 
• Operations. We integrate climate risk and resilience assessment findings into key business decisions such as site selection and infrastructure development and partner with local communities to enhance climate resilience. • People. We also integrate climate risk and resilience into our employee preparedness programs to provide proactive actions employees and their households can take to be more prepared for climaterelated, natural and other hazards we may face. • Supply chain. We work with our supply chain partners to ensure they have the tools to identify and manage the climate risks they may face. Assessing resilience to climate change is crucial to guiding our efforts to ensure the people and communities within our supply chain are prepared for climate risks. • Apps and services. We worked with partners to help launch our first Climate Science Literacy Initiative. Its goal is to pre-bunk climate misinformation by running ads across our apps and services that feature five of the most common techniques used to misrepresent climate change. • Partnerships. Meta amplified its climate resilience initiatives at COP27 by launching the PREPARE Call to Action on Adaptation in partnership with the U.S. State Department and U.S. Agency for International Development alongside Microsoft, Google, Mastercard and others.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,fb06f6df086af236,36,2.0,"We believe evolving from linear to circular production and consumption is critical for a better reality, which is why we have integrated circularity into our net zero emission strategy. Limiting the use of new materials helps us prevent waste and avoids upstream emissions.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,d86e2f98afdf5e1c,37,2.0,"What we create We push the boundaries of what is possible, creating solutions where none existed and building apps and services that enable change.
• Integrate circular practices in our facilities and hardware.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
