Unnamed: 0,Document,Question,Context,Relevant,Page,Source From,Answer,Source Relevance Score,Unsure Flag,Addressed Directly,Core 16 Question
3,HSBC Annual Holdings and Accounts Report 2023.pdf,Do the environmental/sustainability targets set by the company align with external climate change adaptation goals/targets?,"To date, we have set 2030 financed emissions targets across energy, heavy industry and transport, specifically for the following sectors: oil and gas; power and utilities; cement; iron, steel and aluminium; aviation; automotive; and thermal coal mining. Following a reduction in our exposure to the shipping sector after the strategic sale of part of our European shipping portfolio in 2023, and work undertaken to assess the materiality of our remaining portfolio from a financed emissions perspective, we have concluded that the remaining exposure as of year-end 2023 is not material enough to warrant setting a stand-alone target. This aligns with NZBA guidelines on sector inclusion for target setting. Due to ongoing data availability and quality challenges, we continue to assess our financed emissions for our real estate and agriculture sectors. We recognise that there is a significant amount of uncertainty and complexity related to the transition, and that progress in the real economy will depend heavily on external factors including the policy and regulatory landscape across markets, the speed of technological innovation and growth, and economic and geopolitical events. ","Following a reduction in our exposure to the shipping sector after the strategic sale of part of our European shipping portfolio in 2023, and work undertaken to assess the materiality of our remaining portfolio from a financed emissions perspective, we have concluded that the remaining exposure as of year-end 2023 is not material enough to warrant setting a stand-alone target. This aligns with NZBA guidelines on sector inclusion for target setting. Due to ongoing data availability and quality challenges, we continue to assess our financed emissions for our real estate and agriculture sectors.",20,text,[YES]. HSBC's sustainability targets align with external sustainability targets such as the Paris Agreement and the Net-Zero Banking Alliance target guidelines. ,3.0,,directly,1
10,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Translating Climate Risk Drivers into Potential Risks to the Firm
CLIMATE RISK DRIVERS*
Potential factors that could cause a risk to occur
Regulatory and/or Governmental Policy Change
Technological Evolution Market Preference
Acute Physical Risk
(e.g., floods, cyclones, wildfires)
Chronic Physical Risk (e.g., sea level rise, water stress, temperature warming)","Potential factors that could cause a risk to occur
Regulatory and/or Governmental Policy Change
Technological Evolution Market Preference
Acute Physical Risk (e.g., floods, cyclones, wildfires)
Chronic Physical Risk (e.g., sea level rise, water stress, temperature warming)",22,table,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
17,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"WHOLESALE CREDIT RISK
As of December 31, 2021, the Firm had $1.1 trillion of wholesale credit exposure. The Firm is building a framework to estimate the potential impact of a low-carbon transition on clients’ financials and credit ratings. Financial impacts from the carbon transition could manifest in
a variety of ways, including weaker demand for carbon-intensive products, resulting in lower revenue, or higher operating costs for carbon-emitting companies as described above. Additionally, companies may need to increase their capital expenditures through investments that improve resilience to the low-carbon transition (e.g., power companies investing in renewables). Along with financial impacts, and as discussed on pages 27–28, the Firm’s framework also incorporates an assessment of a client’s decarbonization plans in selected sectors with higher carbon intensity. This is based on several indicators, including current emissions intensity, future emissions reduction targets, recent emissions track record and internal governance structures. ","The Firm is building a framework to estimate the potential impact of a low-carbon transition on clients’ financials and credit ratings. Financial impacts from the carbon transition could manifest in
a variety of ways, including weaker demand for carbon-intensive products, resulting in lower revenue, or higher operating costs for carbon-emitting companies as described above. Additionally, companies may need to increase their capital expenditures through investments that improve resilience to the low-carbon transition (e.g., power companies investing in renewables). ",26,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
16,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"CONSUMER CREDIT RISK
As of December 31, 2021, the Firm had $1.3 trillion of consumer credit exposure, including residential real estate, auto loans and credit cards. The Firm is using catastrophe models to quantify the hypothetical physical damage from various climate- and weather-driven events and applying it to our real estate portfolios to estimate potential financial loss. For example, residential real estate loans made up $225 billion of the total consumer credit portfolio, predominantly in the U.S. Today, climate-related risks for this portfolio are substantially mitigated through geographic diversification of the properties, the prevalence of hazard insurance, and the effective average life of the underlying loans, among other factors.",The Firm is using catastrophe models to quantify the hypothetical physical damage from various climate- and weather-driven events and applying it to our real estate portfolios to estimate potential financial loss. ,24,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
14,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Physical Risk Scenario Analysis
The Firm applies IPCC-derived physical risk parameters to assess the potential impacts of the increasing frequency and severity of extreme weather events on our business operations, credit exposures, and collateral locations. Consistent with the transition risk approach, we utilize both a ‘baseline’ physical risk scenario and a severe physical risk scenario to inform the range of outcomes.","The Firm applies IPCC-derived physical risk parameters to assess the potential impacts of the increasing frequency and severity of extreme weather events on our business operations, credit exposures, and collateral locations. Consistent with the transition risk approach, we utilize both a ‘baseline’ physical risk scenario and a severe physical risk scenario to inform the range of outcomes.",24,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
13,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Transition Risk Scenario Analysis
The Firm applies NGFS-derived macroeconomic variables and sector-level outcomes to individual clients to help assess potential transition risk impacts to the Firm. In order to quantify and understand the range of these impacts, we are using a ‘baseline’ transition risk scenario and a severe transition risk scenario from the NGFS.","The Firm applies NGFS-derived macroeconomic variables and sector-level outcomes to individual clients to help assess potential transition risk impacts to the Firm. In order to quantify and understand the range of these impacts, we are using a ‘baseline’ transition risk scenario and a severe transition risk scenario from the NGFS.",24,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
12,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Translating Climate Risk Drivers into Potential Risks to the Firm
JPMORGAN CHASE RISK TYPES
Categories of risks as outlined in JPMorgan Chase’s Annual Report on Form 10-K
Strategic Risk
Credit & Investment Risk 
Market Risk
Operational Risk","Categories of risks as outlined in JPMorgan Chase’s Annual Report on Form 10-K
Strategic Risk
Credit & Investment Risk 
Market Risk
Operational Risk",22,table,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
11,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Translating Climate Risk Drivers into Potential Risks to the Firm
IMPACT TRANSMISSION CHANNELS*
Avenues of potential impacts through which climate risk drivers manifest into risk types
Supply/Demand/Price
Financial Costs
Macroeconomic
Country and/or Business Competitiveness
Reputational Damage and/or Litigation
Socioeconomic Physical Damages Business Disruption","Avenues of potential impacts through which climate risk drivers manifest into risk types
Supply/Demand/Price
Financial Costs
Macroeconomic
Country and/or Business Competitiveness
Reputational Damage and/or Litigation
Socioeconomic Physical Damages Business Disruption",22,table,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
9,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Risk Identification
At JPMorgan Chase, businesses are required to examine the activities they are responsible for and to identify, discuss and escalate the associated risks. We believe that this practice is the foundation of a risk-aware business culture and an effective risk management process. We have enhanced this process to assess the ways in which climate change can manifest as strategic, credit & investment, market and operational risk types. Supporting this assessment is a classification system, illustrated below, that describes how climate risk drivers could translate into potential impacts to our clients, our exposures and our operations. A number of climate change risk assessments are now included in the Firm’s risk inventory, and more will likely continue to be added to it as we evolve and deepen our examination of climate change.","At JPMorgan Chase, businesses are required to examine the activities they are responsible for and to identify, discuss and escalate the associated risks. We believe that this practice is the foundation of a risk-aware business culture and an effective risk management process. We have enhanced this process to assess the ways in which climate change can manifest as strategic, credit & investment, market and operational risk types. Supporting this assessment is a classification system, illustrated below, that describes how climate risk drivers could translate into potential impacts to our clients, our exposures and our operations. A number of climate change risk assessments are now included in the Firm’s risk inventory, and more will likely continue to be added to it as we evolve and deepen our examination of climate change.",22,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
4,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"GLOBAL ENVIRONMENTAL AND SOCIAL RISK MANAGEMENT (“GESRM”)
Climate Risk also includes the GESRM team, which is responsible for establishing the Firm’s environmental and social (“E&S”) risk standards that outline the approach for identification, escalation and management of transactions and activities that may present an increased E&S risk.","Climate Risk also includes the GESRM team, which is responsible for establishing the Firm’s environmental and social (“E&S”) risk standards that outline the approach for identification, escalation and management of transactions and activities that may present an increased E&S risk.",9,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
7,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Our Climate Risk Framework
As a global financial institution, our clients, operations and business strategy may be impacted by climate change — either from the transition to a low-carbon economy (transition risk) or through the changing climate itself (physical risk). We have developed a climate risk framework and continue to enhance the processes to capture the transmission channels through which transition and physical risk drivers impact each of our four risk types (strategic, credit & investment, market and operational), for example, higher financial costs to companies due to carbon taxes could lead to higher credit risk to the Firm. This framework is comprised of six core firmwide risk capabilities central to enabling assessment, quantification and management of the climate risks that may manifest across our diverse global footprint. In this chapter, we discuss the Risk Identification, Scenario Analysis, and Risk Management capabilities of this framework.","We have developed a climate risk framework and continue to enhance the processes to capture the transmission channels through which transition and physical risk drivers impact each of our four risk types (strategic, credit & investment, market and operational), for example, higher financial costs to companies due to carbon taxes could lead to higher credit risk to the Firm. This framework is comprised of six core firmwide risk capabilities central to enabling assessment, quantification and management of the climate risks that may manifest across our diverse global footprint.",21,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
6,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Accountability
We strive to leverage the Firm’s robust governance structures to foster sound management and a culture of accountability on ESG matters, including climate risks and opportunities. This includes defining oversight and management of climate-related risks and opportunities within and across our LOBs, and integrating them with our firmwide governance framework. To learn more, see the Governance chapter, pages 10–15.","We strive to leverage the Firm’s robust governance structures to foster sound management and a culture of accountability on ESG matters, including climate risks and opportunities. This includes defining oversight and management of climate-related risks and opportunities within and across our LOBs, and integrating them with our firmwide governance framework.",18,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",2.0,,indirectly,1
5,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Members of JPMAM’s Global Sustainable Investing team are senior staff with relevant experience and a broad range of skills in the ESG space.
At JPMAM, we endeavor to help clients enhance long-term value to their portfolios by considering financially material climate risks and opportunities as part of the investment process. Where aligned with our clients’ investment objectives, we also strive to address climate risks and opportunities through meaningful carbon emissions reductions in client portfolios, including by reducing exposure to the largest carbon-emitting companies or sectors, investing in companies which are on a path to reduce carbon emissions, growing our sustainable product suite and actively engaging with our investee companies. To learn more about these efforts see the 2022 Inaugural JPMAM TCFD Report.","At JPMAM, we endeavor to help clients enhance long-term value to their portfolios by considering financially material climate risks and opportunities as part of the investment process. Where aligned with our clients’ investment objectives, we also strive to address climate risks and opportunities through meaningful carbon emissions reductions in client portfolios, including by reducing exposure to the largest carbon-emitting companies or sectors, investing in companies which are on a path to reduce carbon emissions, growing our sustainable product suite and actively engaging with our investee companies.",12,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",2.0,,indirectly,1
18,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Operational Risk
Operational risk is the risk of an adverse outcome resulting from inadequate or failed internal processes or systems, human factors, or external events impacting the Firm’s processes or systems. We have integrated climate risk drivers into our operational risk framework and associated resiliency processes. Increasingly volatile and severe climate- related events, including more severe storms, flooding, heat and related impacts such as drought and wildfires, have the potential to impact the likelihood and severity of a variety of existing operational risks. The Firm’s GRE and Global Security functions review and manage how physical hazards of any form can adversely impact our personnel, facilities, and surrounding infrastructure. Business Resiliency recovery strategies are designed to act as a mitigant to physical risk consequences such as asset disruption. "," We have integrated climate risk drivers into our operational risk framework and associated resiliency processes. Increasingly volatile and severe climate- related events, including more severe storms, flooding, heat and related impacts such as drought and wildfires, have the potential to impact the likelihood and severity of a variety of existing operational risks. The Firm’s GRE and Global Security functions review and manage how physical hazards of any form can adversely impact our personnel, facilities, and surrounding infrastructure.",27,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
3,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"CLIMATE RISK
The Climate Risk team is responsible for establishing the firmwide framework and strategy for climate risk, developing and advancing climate risk policy and standards, and building our approach to climate risk data. The team is engaging across the Firm to help integrate climate considerations into LOB risk management frameworks. The Climate Risk team is led by the Firmwide Risk Executive for Climate Risk, and is overseen by the CRO.","The Climate Risk team is responsible for establishing the firmwide framework and strategy for climate risk, developing and advancing climate risk policy and standards, and building our approach to climate risk data. The team is engaging across the Firm to help integrate climate considerations into LOB risk management frameworks. The Climate Risk team is led by the Firmwide Risk Executive for Climate Risk, and is overseen by the CRO.",9,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
2,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"The Board is responsible for oversight of the business affairs of the Firm on behalf of shareholders. Oversight of ESG matters, including those related to environmental sustainability and climate-related matters, is an important part of the Board’s work. Board committees consider climate-related matters within the scope of their responsibilities.
The Board Risk Committee is responsible for assisting the Board in its oversight of management’s responsibility to implement a global risk management framework reasonably designed to identify, assess and manage the Firm’s risks, including ESG and climate risks. Its responsibilities include approval of applicable primary risk policies and review of certain associated frameworks, analysis and reporting established by management. As part of its oversight of the Firm’s risks, the Board Risk Committee is responsible for considering issues concerning how the Firm identifies, assesses and manages climate risk.
","The Board Risk Committee is responsible for assisting the Board in its oversight of management’s responsibility to implement a global risk management framework reasonably designed to identify, assess and manage the Firm’s risks, including ESG and climate risks. Its responsibilities include approval of applicable primary risk policies and review of certain associated frameworks, analysis and reporting established by management. As part of its oversight of the Firm’s risks, the Board Risk Committee is responsible for considering issues concerning how the Firm identifies, assesses and manages climate risk.",8,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
1,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Climate Action To Date
2020:
Created a dedicated Climate Risk team","2020:
Created a dedicated Climate Risk team",6,table,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",2.0,,indirectly,1
0,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Climate Action To Date
2005:
Established Office of Environmental Affairs to direct the Firm’s environmental initiatives
Adopted a comprehensive Environmental and Social Risk Governance Policy and published first Environmental and Social Policy Framework","2005:
Established Office of Environmental Affairs to direct the Firm’s environmental initiatives
Adopted a comprehensive Environmental and Social Risk Governance Policy and published first Environmental and Social Policy Framework",6,table,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",2.0,,indirectly,1
8,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"JPMC Climate Risk Framework
RISK IDENTIFICATION
SCENARIO ANALYSIS
RISK MANAGEMENT
RISK GOVERNANCE
DATA MANAGEMENT
REPORTING & DISCLOSURES","JPMC Climate Risk Framework
RISK IDENTIFICATION
SCENARIO ANALYSIS
RISK MANAGEMENT
RISK GOVERNANCE
DATA MANAGEMENT
REPORTING & DISCLOSURES",21,table,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
19,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"REPUTATION RISK
Reputation risk is the risk that an action or inaction may negatively impact perception of the Firm’s integrity and reduce confidence in the Firm’s competence by various constituents, including clients, counterparties, customers, investors, regulators, employees, communities or the broader public. Reputational risk assessment is designed to take into account the commercial consequences of actions or inactions that may impact clients, customers, employees, capital providers and other stakeholders. In many cases we recognize that a position we take will be favored by some and disapproved of by others and where all positions including neutrality can be controversial. Climate- and environmental-related business strategies and activities are under increasing scrutiny, and companies are facing reputational risk from the real or perceived lack of progress made toward climate-related commitments, as well as in how they provide transparency around climate-related matters. The Firm may face reputation risk relating to its climate risk framework and environmental sustainability strategy.","Reputational risk assessment is designed to take into account the commercial consequences of actions or inactions that may impact clients, customers, employees, capital providers and other stakeholders",28,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
27,JP Morgan Climate Report 2022.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","Scenario Analysis
To assess the range of potential climate-driven paths and outcomes, we are analyzing an array of scenarios. We use internationally recognized scenarios from the Network for Greening the Financial System (“NGFS”) and the Intergovernmental Panel on Climate Change (“IPCC”) to inform our measurement of the potential financial and economic impacts to the Firm from the manifestation of climate risks.","To assess the range of potential climate-driven paths and outcomes, we are analyzing an array of scenarios. We use internationally recognized scenarios from the Network for Greening the Financial System (“NGFS”) and the Intergovernmental Panel on Climate Change (“IPCC”) to inform our measurement of the potential financial and economic impacts to the Firm from the manifestation of climate risks.",23,text,YES. JP Morgan Chase uses multiple NGFS and IPCC scenarios to identify their climate-related risks and opportunities. ,3.0,,indirectly,1
21,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Country Risk
The Firm, through its LOBs and Corporate, may be exposed to country risk resulting from financial, economic, political or other significant developments which adversely affect the riskiness of the Firm’s exposures related to a particular country or set of countries. The negative implications from climate change may impact a country’s economic, fiscal, monetary and political frameworks in numerous ways, in turn adversely affecting its sovereign credit ratings. Climate risk considerations are incorporated, as appropriate, in existing sovereign ratings and risk management processes. In addition, the Firm has developed a score to help explore the potential sensitivity of sovereign ratings to climate risks beyond the standard rating horizon or under specific stress scenarios.","Climate risk considerations are incorporated, as appropriate, in existing sovereign ratings and risk management processes. In addition, the Firm has developed a score to help explore the potential sensitivity of sovereign ratings to climate risks beyond the standard rating horizon or under specific stress scenarios.",28,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
46,JP Morgan Climate Report 2022.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"2021 Progress Towards Our Operational Sustainability Targets
Reduce global water use by 20% by 2030 vs. a 2017 baseline
TARGET PROGRESS: 8%",Reduce global water use by 20% by 2030 vs. a 2017 baseline,33,text,"NO. JPMC has a thorough risk assessment framework, but does not report how it will adjust its business operations to adapt to climate change and climate-related risks.",2.0,,indirectly,1
45,JP Morgan Climate Report 2022.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"2021 Progress Towards Our Operational Sustainability Targets
Satisfy at least 70% of our renewable energy goal with on-site renewable energy and off-site long-term renewable energy contracts by 2025
TARGET PROGRESS: 23%",Satisfy at least 70% of our renewable energy goal with on-site renewable energy and off-site long-term renewable energy contracts by 2025,33,text,"NO. JPMC has a thorough risk assessment framework, but does not report how it will adjust its business operations to adapt to climate change and climate-related risks.",2.0,,indirectly,1
44,JP Morgan Climate Report 2022.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"We are working to advance climate resilience solutions. For example, with our support, the Atlantic Council’s Adrienne Arsht-Rockefeller Foundation Resilience Center hosted a Resilience Hub at COP26 in Glasgow to build awareness and foster global action to build climate resilience, attracting speakers from 176 participating organizations and over 10,000 visitors. The center-sponsored research has identified challenges from extreme heat, including inequitable public health impacts and significant economic productivity loss. We are also supporting a new center-led initiative called “Cool Capital” to identify and quantify opportunities to channel multiple types of capital into on-the-ground solutions to mitigate the effects of extreme heat on people in 12 cities around the world.","We are working to advance climate resilience solutions. For example, with our support, the Atlantic Council’s Adrienne Arsht-Rockefeller Foundation Resilience Center hosted a Resilience Hub at COP26 in Glasgow to build awareness and foster global action to build climate resilience, attracting speakers from 176 participating organizations and over 10,000 visitors. The center-sponsored research has identified challenges from extreme heat, including inequitable public health impacts and significant economic productivity loss. We are also supporting a new center-led initiative called “Cool Capital” to identify and quantify opportunities to channel multiple types of capital into on-the-ground solutions to mitigate the effects of extreme heat on people in 12 cities around the world.",19,text,"NO. JPMC has a thorough risk assessment framework, but does not report how it will adjust its business operations to adapt to climate change and climate-related risks.",1.0,,indirectly,1
43,JP Morgan Climate Report 2022.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"We have integrated climate risk drivers into our operational risk framework and associated resiliency processes. Increasingly volatile and severe climate- related events, including more severe storms, flooding, heat and related impacts such as drought and wildfires, have the potential to impact the likelihood and severity of a variety of existing operational risks. The Firm’s GRE and Global Security functions review and manage how physical hazards of any form can adversely impact our personnel, facilities, and surrounding infrastructure. Business Resiliency recovery strategies are designed to act as a mitigant to physical risk consequences such as asset disruption. Simulation exercises are conducted to test these recovery strategies. Longer-term, chronic and acute impacts from our climate scenarios are being integrated into the existing risk frameworks with the intention of allowing us to consider potential impacts of climate change when developing strategies for our physical footprint and operations.","The Firm’s GRE and Global Security functions review and manage how physical hazards of any form can adversely impact our personnel, facilities, and surrounding infrastructure. Business Resiliency recovery strategies are designed to act as a mitigant to physical risk consequences such as asset disruption. Simulation exercises are conducted to test these recovery strategies. Longer-term, chronic and acute impacts from our climate scenarios are being integrated into the existing risk frameworks with the intention of allowing us to consider potential impacts of climate change when developing strategies for our physical footprint and operations.",27,text,"NO. JPMC has a thorough risk assessment framework, but does not report how it will adjust its business operations to adapt to climate change and climate-related risks.",3.0,,indirectly,1
42,JP Morgan Climate Report 2022.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"Progress Toward Our Existing Targets
Since publishing portfolio-level emissions intensity reduction targets for Oil & Gas, Electric Power and Auto Manufacturing sectors in May 2021, we have been working internally and with clients to guide our portfolios toward our 2030 goals. Externally, we are engaging with our clients on key climate topics and helping them transition toward a low-carbon future. Using our expertise in providing advisory services and facilitating capital, we are working with our clients toward formulating and taking action toward achieving their transition strategies. Internally, we created our CAF process to score clients on their carbon performance as one consideration as part of our decision-making for new transactions within in-scope sectors and have set up governance frameworks to monitor and guide our progress."," Externally, we are engaging with our clients on key climate topics and helping them transition toward a low-carbon future. Using our expertise in providing advisory services and facilitating capital, we are working with our clients toward formulating and taking action toward achieving their transition strategies. Internally, we created our CAF process to score clients on their carbon performance as one consideration as part of our decision-making for new transactions within in-scope sectors and have set up governance frameworks to monitor and guide our progress.",32,text,"NO. JPMC does not explicitly encourage its downstream partners (clients or suppliers) to carry out climate-related risk assessments. However, they do their own analysis of their clients' climate risks and strive to aid their clients in their climate transitions. ",2.0,,indirectly,1
20,JP Morgan Climate Report 2022.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Market Risk
Market risk is the risk associated with the effect of changes in market factors such as interest and foreign exchange rates, equity and commodity prices, credit spreads or implied volatilities, on the value of assets and liabilities held for both the short and long term. Climate risk drivers may lead to sharp volatility or persistent changes in the prices of commodities and financial assets, for example, companies in carbon intensive industry sectors without credible transition plans may have assets which are viewed as stranded, resulting in materially depressed equity prices. The Firm has established a stress framework to quantify the impact of the transition risk stress scenarios to vulnerable asset classes. We have analyzed a series of physical drivers to estimate the potential impacts of various climate- and weather-driven events to our markets exposures.",The Firm has established a stress framework to quantify the impact of the transition risk stress scenarios to vulnerable asset classes. We have analyzed a series of physical drivers to estimate the potential impacts of various climate- and weather-driven events to our markets exposures.,28,text,"YES. JP Morgan Chase has a well documented risk assessment methodology. JPMC identifies transition risk and physical risk drivers, as well as the impact transmission channels through which they lead to Strategic Risk, Credit & Investment Risk , Market Risk and Operational Risk to the company.",3.0,,indirectly,1
40,JP Morgan Climate Report 2022.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"Transition Risk Scenario Analysis
The Firm applies NGFS-derived macroeconomic variables and sector-level outcomes to individual clients to help assess potential transition risk impacts to the Firm. In order to quantify and understand the range of these impacts, we are using a ‘baseline’ transition risk scenario and a severe transition risk scenario from the NGFS.","The Firm applies NGFS-derived macroeconomic variables and sector-level outcomes to individual clients to help assess potential transition risk impacts to the Firm. In order to quantify and understand the range of these impacts, we are using a ‘baseline’ transition risk scenario and a severe transition risk scenario from the NGFS.",24,text,"NO. JPMC does not explicitly encourage its downstream partners (clients or suppliers) to carry out climate-related risk assessments. However, they do their own analysis of their clients' climate risks and strive to aid their clients in their climate transitions. ",3.0,,indirectly,1
